,Region,HH_numbers,Marital_status,Age,Children,Female,Drafted,Education,Wellbeing,Employed,Sector,Employment_status,Weekly_working_hours,Occupation,Wage,Second_job,Additional_training_need,Useful_education,Foreign_language_besides_Rus,Foreign_language1,Foreign_language2,Foreign_language1_level,Foreign_language2_level,IT_skills,Read_instructions,Read_letters,Read_articles,Read_journals,Read_manuals,Read_invoices,Read_diagrams,Write_letters,Write_articles,Write_reports,Fill_in_forms,Work_with_prices,Work_with_fractions_percentages,Work_with_graphs,Work_with_formulas,Work_with_statistics,Work_with_computer,Comp_tools_email,Comp_tools_Inet,Comp_tools_Transactions,Comp_tools_Excel,Comp_tools_Word,Comp_tools_Programming,Comp_tools_teleconferences,Comp_tools_other,Required_Comp_skills_level,Have_comp_skills_for_work,Comp_skills_effect_on_employment,Language_skills_on_employment,Russian,English,French,Nothing,Facebook_user,FB_friends,Actual_friends_from_fb,LinkedIn_user,LinkedIn_followers,Actual_followers_from_LinkedIn,Professional_match,Required_education_for_the_job,Have_skills_for_more_demanding_job
87,Արագածոտն,7,Չամուսնացած,23,1,0,1,Միջնակարգ/Ավագ դպրոց,Բավարար,0,,,,,,,,Ինչ-որ չափով օգտակար,1,Անգլերեն,,Շատ սահմանափակ իմացություն,,Մասնագիտացված իմացություն (ծրագրավորում),Երբեք,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամիսը մեկ անգամից քիչ,Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Միջին,Դժվարանում եմ պատասխանել,Ոչ,Ոչ,1,0,0,0,1,350,30,0,,,Որևէ հատուկ մասնագիտության համար ուսումնառություն չեմ ստացել,Հատուկ դասընթացներ կամ վերապատրաստում,Ոչ
92,Երևան,4,Ամուսնացած,38,2,0,1,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Լավ,1,F,Գործատու (սեփականատեր՝ վարձու աշխատող(ներ)ի մշտական ներգրավմամբ),40,1,1166667,Ոչ,Այո,Շատ օգտակար,1,Պարսկերեն,Անգլերեն,Մայրենի լեզվի մակարդակ,Գերազանց իմացություն,Մասնագիտացված իմացություն (ծրագրավորում),"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Ամեն օր,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Դժվարանում եմ պատասխանել,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Ամեն օր,Ամեն օր,Երբեք,Այո,1,1,0,1,1,0,0,1,Բարձր,Այո,Ոչ,Ոչ,0,1,0,0,1,1000,6,1,0,0,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
94,Երևան,4,Ամուսնացած,44,0,0,1,Միջին մասնագիտական,Վատ,1,P,Վարձու աշխատող,48,3,131000,Ոչ,,Ինչ-որ չափով օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Ամեն օր,Ամեն օր,Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Միջին,Այո,Ոչ,Ոչ,1,0,0,0,1,80,80,0,,,Ոչ,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
97,Շիրակ,4,Ամուսնացած,41,2,0,1,Միջնակարգ/Ավագ դպրոց,Բավարար,0,,,,,,,,Ինչ-որ չափով օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Ամեն օր,Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Միջին,Այո,Ոչ,Ոչ,1,0,0,0,1,800,30,0,,,Այո,Միջին մասնագիտական կրթություն պահանջվում է,Ոչ
98,Շիրակ,5,Չամուսնացած,25,0,0,0,Միջնակարգ/Ավագ դպրոց,Լավ,1,S,Այլ ,49,7,100000,Ոչ,Ոչ,Բոլորովին օգտակար չէ,0,,,,,"Շատ սահմանափակ իմացություն (տեղեկատվության որոնում – փաստաթղթերի ընթերցում, նամակների ընթերցում)",Դժվարանում եմ պատասխանել,Դժվարանում եմ պատասխանել,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Դժվարանում եմ պատասխանել,Երբեք,Երբեք,Երբեք,Երբեք,Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,Այո,0,0,0,0,0,0,0,0,Միջին,Այո,Ոչ,Այո,1,0,0,0,1,900,6,0,,,Որևէ հատուկ մասնագիտության համար ուսումնառություն չեմ ստացել,Միջին մասնագիտական կրթություն պահանջվում է,Այո
99,Արագածոտն,5,Չամուսնացած,27,0,0,0,Միջնակարգ/Ավագ դպրոց,Լավ,1,O,Վարձու աշխատող,35,3,400000,Այո,Այո,Շատ օգտակար,1,Անգլերեն,Ֆրանսերեն,Միջին իմացություն,Շատ սահմանափակ իմացություն,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Այո,1,0,1,1,1,0,1,0,Բարձր,Այո,Այո,Ոչ,1,1,0,0,1,500,485,0,,,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Ոչ
100,Շիրակ,4,Ամուսնացած,29,0,0,1,Բակալավր,Բավարար,1,F,Վարձու աշխատող,75,9,120000,Ոչ,Ոչ,Բոլորովին օգտակար չէ,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Ամիսը մեկ անգամից քիչ,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Կիրառելի չէ,Այո,Ոչ,Ոչ,1,0,0,0,1,5,3,0,,,Ոչ,Միջին մասնագիտական կրթություն պահանջվում է,Այո
101,Երևան,1,Չամուսնացած,31,0,0,1,Բակալավր,Բավարար,0,,,,,,,,Ինչ-որ չափով օգտակար,1,Անգլերեն,Գերմաներեն,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Ամեն օր,Երբեք,Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Ամեն օր,Երբեք,Ամեն օր,Դժվարանում եմ պատասխանել,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Ամեն օր,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Ցածր,Այո,Ոչ,Դժվարանում եմ պատասխանել,1,0,0,0,1,70,50,0,,,Ոչ,Միջին մասնագիտական կրթություն չի պահանջվում,Այո
102,Երևան,5,Ամուսնացած,25,0,1,,Միջնակարգ/Ավագ դպրոց,Բավարար,0,,,,,,,,"Ոչ օգտակար, ոչ էլ անօգուտ",1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ամեն օր,Ամեն օր,Երբեք,Երբեք,Երբեք,Ամեն օր,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Համակարգչի իմացություն անհրաժեշտ չէ,Այո,Ոչ,Ոչ,1,1,0,0,1,45,30,0,,,Ոչ,Հատուկ դասընթացներ կամ վերապատրաստում,Ոչ
103,Շիրակ,7,Ամուսնալուծված,40,2,0,1,Միջին մասնագիտական,Վատ,1,A,Ինքնազբաղված աշխատող գյուղատնտեսությունում,70,9,0,Ոչ,Ոչ,Բոլորովին օգտակար չէ,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Կիրառելի չէ,Այո,Ոչ,Ոչ,0,0,0,1,1,30,25,0,,,Ոչ,Միջին մասնագիտական կրթություն չի պահանջվում,Այո
104,Երևան,4,Ամուսնացած,39,0,0,1,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,P,Վարձու աշխատող,40,3,300000,Ոչ,,Շատ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամիսը մեկ անգամից քիչ,Ամեն օր,Ամիսը մեկ անգամից քիչ,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Համակարգչի իմացություն անհրաժեշտ չէ,Այո,Ոչ,Ոչ,1,1,0,0,1,200,20,0,,,Այո,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
105,Արագածոտն,10,Ամուսնացած,33,1,0,1,Միջնակարգ/Ավագ դպրոց,Բավարար,0,,,,,,,,Շատ օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Ամիսը մեկ անգամից քիչ,Երբեք,Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամիսը մեկ անգամից քիչ,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամիսը մեկ անգամից քիչ,Երբեք,Այո,1,0,0,0,0,0,0,0,Միջին,Այո,Ոչ,Ոչ,1,1,0,0,0,,,0,,,Ոչ,Տեխնիկական քոլեջից ստացած որակավորում,Այո
106,Շիրակ,4,Ամուսնացած,26,0,0,1,Միջին մասնագիտական,Լավ,1,O,Վարձու աշխատող,48,0,140000,Այո,Ոչ,Ինչ-որ չափով օգտակար,1,Անգլերեն,,Շատ սահմանափակ իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ամեն օր,Երբեք,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Այո,1,0,1,0,0,0,0,0,Միջին,Այո,Ոչ,Ոչ,0,0,0,1,0,,,0,,,Ոչ,Միջին մասնագիտական կրթություն պահանջվում է,Այո
107,Երևան,5,Չամուսնացած,25,0,1,,Միջնակարգ/Ավագ դպրոց,Բավարար,1,I,Վարձու աշխատող,48,4,100000,Ոչ,Ոչ,Բոլորովին օգտակար չէ,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ամեն օր,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Այո,1,0,1,1,1,0,0,0,Միջին,Այո,Ոչ,Ոչ,1,0,0,0,0,,,0,,,Ոչ,Միջին մասնագիտական կրթություն չի պահանջվում,Այո
108,Երևան,3,Չամուսնացած,30,0,1,,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,P,Վարձու աշխատող,25,2,110000,Ոչ,Ոչ,Շատ օգտակար,1,Անգլերեն,Իսպաներեն,Միջին իմացություն,Գերազանց իմացություն,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Ամեն օր,Ամեն օր,Ամիսը մեկ անգամից քիչ,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,Երբեք,Ամեն օր,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Այո,1,1,0,1,0,0,1,0,Միջին,Այո,Ոչ,Ոչ,0,1,0,0,1,230,230,0,,,Այո,Միջին մասնագիտական կրթություն պահանջվում է,Այո
109,Երևան,3,Չամուսնացած,24,0,0,1,Միջին մասնագիտական,Բավարար,1,D,Վարձու աշխատող,40,,150000,Ոչ,,Ինչ-որ չափով օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,Երբեք,Ամեն օր,Երբեք,Երբեք,Այո,1,1,0,0,1,0,0,0,Միջին,Այո,Այո,Ոչ,1,0,0,0,1,400,200,0,,,Ոչ,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
110,Երևան,5,Ամուսնացած,35,1,0,1,Միջնակարգ/Ավագ դպրոց,Բավարար,0,,,,,,,,Շատ օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամիսը մեկ անգամից քիչ,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Ամեն օր,Ամեն օր,Ամեն օր,Ամեն օր,Ամեն օր,Այո,0,1,0,1,1,0,0,0,Համակարգչի իմացություն անհրաժեշտ չէ,Այո,Այո,Այո,1,1,0,0,0,,,0,,,Ոչ,Տեխնիկական քոլեջից ստացած որակավորում,Այո
